Type,Section,W,Massa linear,Area,d,bf,b2,tw,t,y,yp,bf/2tf,b/t,Ix,Iy,J2,J,ro,H3
HSS,HSS101.6X76.2X4.8,12.1,0.0,1450,–,–,63.0,–,–,–,–,–,–,2050000,1320000,2610,2610000,–,–
HSS,HSS101.6X76.2X3.2,8.33,0.0,994,–,–,67.3,–,–,–,–,–,–,1470000,945000,1820,1820000,–,–
HSS,HSS101.6X63.5X6.4,14.3,0.0,1720,–,–,45.7,–,–,–,–,–,–,2210000,1050000,2410,2410000,–,–
HSS,HSS101.6X63.5X4.8,11.2,0.0,1330,–,–,50.3,–,–,–,–,–,–,1790000,857000,1910,1910000,–,–
HSS,HSS101.6X63.5X3.2,7.70,0.01,916,–,–,54.6,–,–,–,–,–,–,1290000,620000,1340,1340000,–,–
HSS,HSS101.6X50.8X9.5,18.0,0.0,2190,–,–,24.2,–,–,–,–,–,–,2330000,749000,2010,2010000,–,–
HSS,HSS101.6X50.8X7.9,15.7,0.0,1900,–,–,28.7,–,–,–,–,–,–,2140000,695000,1830,1830000,–,–
HSS,HSS101.6X50.8X6.4,13.1,0.0,1570,–,–,33.0,–,–,–,–,–,–,1870000,616000,1590,1590000,–,–
HSS,HSS101.6X50.8X4.8,10.2,0.0,1220,–,–,37.6,–,–,–,–,–,–,1520000,508000,1280,1280000,–,–
HSS,HSS101.6X50.8X3.2,7.06,0.0,839,–,–,41.9,–,–,–,–,–,–,1100000,374000,916,916000,–,–
HSS,HSS101.6X38.1X6.4,11.8,0.0,1430,–,–,20.3,–,–,–,–,–,–,1520000,305000,891,891000,–,–
HSS,HSS101.6X38.1X4.8,9.27,0.0,1100,–,–,24.8,–,–,–,–,–,–,1260000,258000,741,741000,–,–
HSS,HSS101.6X38.1X3.2,6.44,0.0,768,–,–,29.2,–,–,–,–,–,–,920000,194000,541,541000,–,–
HSS,HSS88.9X88.9X9.5,21.8,0.0,2640,–,–,62.2,–,–,–,–,–,–,2700000,2700000,4660,4660000,–,–
HSS,HSS88.9X88.9X7.9,18.8,0.0,2270,–,–,66.8,–,–,–,–,–,–,2430000,2430000,4120,4120000,–,–
HSS,HSS88.9X88.9X6.4,15.6,0.0,1880,–,–,71.1,–,–,–,–,–,–,2100000,2100000,3480,3480000,–,–
HSS,HSS88.9X88.9X4.8,12.1,0.0,1450,–,–,75.7,–,–,–,–,–,–,1690000,1690000,2730,2730000,–,–
HSS,HSS88.9X88.9X3.2,8.33,0.0,994,–,–,80.0,–,–,–,–,–,–,1210000,1210000,1910,1910000,–,–
HSS,HSS88.9X63.5X9.5,18.0,0.0,2190,–,–,36.8,–,–,–,–,–,–,1980000,1150000,2560,2560000,–,–
HSS,HSS88.9X63.5X7.9,15.6,0.0,1900,–,–,41.4,–,–,–,–,–,–,1810000,1060000,2300,2300000,–,–
HSS,HSS88.9X63.5X6.4,13.1,0.0,1570,–,–,45.7,–,–,–,–,–,–,1580000,928000,1980,1980000,–,–
HSS,HSS88.9X63.5X4.8,10.2,0.0,1220,–,–,50.3,–,–,–,–,–,–,1290000,760000,1570,1570000,–,–
HSS,HSS88.9X63.5X3.2,7.07,0.0,839,–,–,54.6,–,–,–,–,–,–,929000,553000,1110,1110000,–,–
HSS,HSS88.9X50.8X6.4,11.8,0.0,1430,–,–,33.0,–,–,–,–,–,–,1320000,541000,1320,1320000,–,–
HSS,HSS88.9X50.8X4.8,9.27,0.0,1100,–,–,37.6,–,–,–,–,–,–,1090000,450000,1060,1060000,–,–
HSS,HSS88.9X50.8X3.2,6.43,0.0,768,–,–,41.9,–,–,–,–,–,–,791000,331000,762,762000,–,–
HSS,HSS88.9X38.1X6.4,10.5,0.0,1270,–,–,20.3,–,–,–,–,–,–,1060000,266000,745,745000,–,–
HSS,HSS88.9X38.1X4.8,8.31,0.0,994,–,–,24.8,–,–,–,–,–,–,882000,226000,620,620000,–,–
HSS,HSS88.9X38.1X3.2,5.80,0.01,690,–,–,29.2,–,–,–,–,–,–,653000,171000,454,454000,–,–
HSS,HSS76.2X76.2X9.5,18.0,0.0,2190,–,–,49.5,–,–,–,–,–,–,1570000,1570000,2760,2760000,–,–
HSS,HSS76.2X76.2X7.9,15.7,0.0,1900,–,–,54.1,–,–,–,–,–,–,1440000,1440000,2470,2470000,–,–
HSS,HSS76.2X76.2X6.4,13.1,0.0,1570,–,–,58.4,–,–,–,–,–,–,1260000,1260000,2110,2110000,–,–
HSS,HSS76.2X76.2X4.8,10.2,0.0,1220,–,–,63.0,–,–,–,–,–,–,1020000,1020000,1680,1680000,–,–
HSS,HSS76.2X76.2X3.2,7.06,0.0,839,–,–,67.3,–,–,–,–,–,–,741000,741000,1180,1180000,–,–
HSS,HSS76.2X63.5X7.9,14.1,0.0,1700,–,–,41.4,–,–,–,–,–,–,1220000,907000,1810,1810000,–,–
HSS,HSS76.2X63.5X6.4,11.8,0.0,1430,–,–,45.7,–,–,–,–,–,–,1070000,803000,1560,1560000,–,–
HSS,HSS76.2X63.5X4.8,9.27,0.0,1100,–,–,50.3,–,–,–,–,–,–,878000,662000,1250,1250000,–,–
HSS,HSS76.2X63.5X3.2,6.43,0.0,768,–,–,54.6,–,–,–,–,–,–,641000,483000,887,887000,–,–
HSS,HSS76.2X50.8X7.9,12.5,0.0,1520,–,–,28.7,–,–,–,–,–,–,991000,516000,1190,1190000,–,–
HSS,HSS76.2X50.8X6.4,10.5,0.0,1270,–,–,33.0,–,–,–,–,–,–,887000,462000,1050,1050000,–,–
HSS,HSS76.2X50.8X4.8,8.31,0.0,994,–,–,37.6,–,–,–,–,–,–,737000,388000,853,853000,–,–
HSS,HSS76.2X50.8X3.2,5.80,0.01,690,–,–,41.9,–,–,–,–,–,–,541000,288000,612,612000,–,–
HSS,HSS76.2X38.1X6.4,9.26,0.0,1120,–,–,20.3,–,–,–,–,–,–,699000,226000,599,599000,–,–
HSS,HSS76.2X38.1X4.8,7.36,0.0,884,–,–,24.8,–,–,–,–,–,–,591000,194000,504,504000,–,–
HSS,HSS76.2X38.1X3.2,5.16,0.0,617,–,–,29.2,–,–,–,–,–,–,441000,148000,369,369000,–,–
HSS,HSS76.2X25.4X4.8,6.41,0.0,768,–,–,12.1,–,–,–,–,–,–,445000,72000,219,219000,–,–
HSS,HSS76.2X25.4X3.2,4.53,0.0,542,–,–,16.6,–,–,–,–,–,–,340000,57400,170,170000,–,–
HSS,HSS63.5X63.5X7.9,12.5,0.0,1520,–,–,41.4,–,–,–,–,–,–,758000,758000,1330,1330000,–,–
HSS,HSS63.5X63.5X6.4,10.5,0.0,1270,–,–,45.7,–,–,–,–,–,–,678000,678000,1160,1160000,–,–
HSS,HSS63.5X63.5X4.8,8.30,0.01,994,–,–,50.3,–,–,–,–,–,–,562000,562000,937,937000,–,–
HSS,HSS63.5X63.5X3.2,5.80,0.01,690,–,–,54.6,–,–,–,–,–,–,415000,415000,670,670000,–,–
HSS,HSS63.5X50.8X6.4,9.26,0.0,1120,–,–,33.0,–,–,–,–,–,–,554000,387000,791,791000,–,–
HSS,HSS63.5X50.8X4.8,7.36,0.0,884,–,–,37.6,–,–,–,–,–,–,466000,327000,645,645000,–,–
HSS,HSS63.5X50.8X3.2,5.16,0.0,617,–,–,41.9,–,–,–,–,–,–,347000,245000,466,466000,–,–
HSS,HSS63.5X38.1X6.4,8.00,0.01,974,–,–,20.3,–,–,–,–,–,–,429000,187000,458,458000,–,–
HSS,HSS63.5X38.1X4.8,6.41,0.0,768,–,–,24.8,–,–,–,–,–,–,367000,162000,387,387000,–,–
HSS,HSS63.5X38.1X3.2,4.53,0.0,542,–,–,29.2,–,–,–,–,–,–,278000,125000,286,286000,–,–
HSS,HSS63.5X25.4X4.8,5.46,0.0,658,–,–,12.1,–,–,–,–,–,–,269000,59500,171,171000,–,–
HSS,HSS63.5X25.4X3.2,3.90,0.00,467,–,–,16.6,–,–,–,–,–,–,209000,47900,134,134000,–,–
HSS,HSS57.2X57.2X6.4,9.26,0.0,1120,–,–,39.4,–,–,–,–,–,–,470000,470000,816,816000,–,–
HSS,HSS57.2X57.2X4.8,7.35,0.0,884,–,–,43.9,–,–,–,–,–,–,397000,397000,666,666000,–,–
HSS,HSS57.2X57.2X3.2,5.16,0.0,617,–,–,48.3,–,–,–,–,–,–,296000,296000,479,479000,–,–
HSS,HSS50.8X50.8X6.4,8.00,0.01,974,–,–,33.0,–,–,–,–,–,–,311000,311000,545,545000,–,–
HSS,HSS50.8X50.8X4.8,6.40,0.01,768,–,–,37.6,–,–,–,–,–,–,267000,267000,454,454000,–,–
HSS,HSS50.8X50.8X3.2,4.53,0.0,542,–,–,41.9,–,–,–,–,–,–,202000,202000,331,331000,–,–
HSS,HSS50.8X38.1X4.8,5.46,0.0,658,–,–,24.8,–,–,–,–,–,–,206000,130000,276,276000,–,–
HSS,HSS50.8X38.1X3.2,3.90,0.00,467,–,–,29.2,–,–,–,–,–,–,159000,102000,206,206000,–,–
HSS,HSS50.8X25.4X4.8,4.51,0.0,545,–,–,12.1,–,–,–,–,–,–,146000,46600,125,125000,–,–
HSS,HSS50.8X25.4X3.2,3.26,0.0,392,–,–,16.6,–,–,–,–,–,–,117000,38400,99.1,99100,–,–
HSS,HSS38.1X38.1X6.4,5.52,0.0,671,–,–,20.3,–,–,–,–,–,–,108000,108000,196,196000,–,–
HSS,HSS38.1X38.1X4.8,4.52,0.0,545,–,–,24.8,–,–,–,–,–,–,98200,98200,172,172000,–,–
HSS,HSS38.1X38.1X3.2,3.27,0.0,392,–,–,29.2,–,–,–,–,–,–,78300,78300,132,132000,–,–
HSS,HSS711.2X25.4,430,0.4,51000,–,–,–,–,–,–,–,–,–,3020000000,3020000000,6040000,6040000000,–,–
HSS,HSS711.2X22.2,378,0.4,44800,–,–,–,–,–,–,–,–,–,2680000000,2680000000,5370000,5370000000,–,–
HSS,HSS711.2X19.0,325,0.3,38600,–,–,–,–,–,–,–,–,–,2320000000,2320000000,4660000,4660000000,–,–
HSS,HSS711.2X15.9,272,0.3,32300,–,–,–,–,–,–,–,–,–,1960000000,1960000000,3920000,3920000000,–,–
HSS,HSS711.2X12.7,219,0.2,25900,–,–,–,–,–,–,–,–,–,1590000000,1590000000,3180000,3180000000,–,–
HSS,HSS711.2X9.5,165,0.2,19500,–,–,–,–,–,–,–,–,–,1210000000,1210000000,2410000,2410000000,–,–
HSS,HSS660.4X19.0,301,0.3,35700,–,–,–,–,–,–,–,–,–,1850000000,1850000000,3700000,3700000000,–,–
HSS,HSS660.4X15.9,252,0.3,29900,–,–,–,–,–,–,–,–,–,1560000000,1560000000,3120000,3120000000,–,–
HSS,HSS660.4X12.7,203,0.2,24100,–,–,–,–,–,–,–,–,–,1270000000,1270000000,2530000,2530000000,–,–
HSS,HSS660.4X9.5,153,0.2,18100,–,–,–,–,–,–,–,–,–,961000000,961000000,1920000,1920000000,–,–
HSS,HSS660.4X7.9,128,0.1,15200,–,–,–,–,–,–,–,–,–,807000000,807000000,1610000,1610000000,–,–
HSS,HSS609.6X25.4,366,0.4,43500,–,–,–,–,–,–,–,–,–,1870000000,1870000000,3740000,3740000000,–,–
HSS,HSS609.6X22.2,322,0.3,38300,–,–,–,–,–,–,–,–,–,1660000000,1660000000,3320000,3320000000,–,–
HSS,HSS609.6X19.0,277,0.3,33000,–,–,–,–,–,–,–,–,–,1440000000,1440000000,2890000,2890000000,–,–
HSS,HSS609.6X15.9,232,0.2,27600,–,–,–,–,–,–,–,–,–,1220000000,1220000000,2440000,2440000000,–,–
HSS,HSS609.6X12.7,187,0.2,22200,–,–,–,–,–,–,–,–,–,991000000,991000000,1980000,1980000000,–,–
HSS,HSS609.6X9.5,141,0.1,16700,–,–,–,–,–,–,–,–,–,753000000,753000000,1510000,1510000000,–,–
HSS,HSS609.6X7.9,118,0.1,13900,–,–,–,–,–,–,–,–,–,633000000,633000000,1270000,1270000000,–,–
HSS,HSS558.8X19.0,254,0.3,30100,–,–,–,–,–,–,–,–,–,1100000000,1100000000,2210000,2210000000,–,–
HSS,HSS558.8X15.9,213,0.2,25200,–,–,–,–,–,–,–,–,–,932000000,932000000,1870000,1870000000,–,–
HSS,HSS558.8X12.7,171,0.2,20300,–,–,–,–,–,–,–,–,–,758000000,758000000,1520000,1520000000,–,–
HSS,HSS558.8X9.5,129,0.1,15300,–,–,–,–,–,–,–,–,–,579000000,579000000,1160000,1160000000,–,–
HSS,HSS558.8X7.9,108,0.1,12800,–,–,–,–,–,–,–,–,–,487000000,487000000,974000,974000000,–,–
HSS,HSS508X25.4,302,0.3,35900,–,–,–,–,–,–,–,–,–,1060000000,1060000000,2110000,2110000000,–,–
HSS,HSS508X22.2,266,0.3,31600,–,–,–,–,–,–,–,–,–,941000000,941000000,1880000,1880000000,–,–
HSS,HSS508X19.0,230,0.2,27300,–,–,–,–,–,–,–,–,–,820000000,820000000,1640000,1640000000,–,–
HSS,HSS508X15.9,193,0.2,22900,–,–,–,–,–,–,–,–,–,695000000,695000000,1390000,1390000000,–,–
HSS,HSS508X12.7,155,0.2,18400,–,–,–,–,–,–,–,–,–,566000000,566000000,1130000,1130000000,–,–
HSS,HSS508X9.5,117,0.1,13900,–,–,–,–,–,–,–,–,–,433000000,433000000,866000,866000000,–,–
HSS,HSS508X7.9,97.9,0.1,11600,–,–,–,–,–,–,–,–,–,364000000,364000000,728000,728000000,–,–
HSS,HSS508X6.4,78.5,0.1,9290,–,–,–,–,–,–,–,–,–,293000000,293000000,587000,587000000,–,–
HSS,HSS457.2X25.4,270,0.3,32200,–,–,–,–,–,–,–,–,–,758000000,758000000,1520000,1520000000,–,–
HSS,HSS457.2X22.2,238,0.2,28300,–,–,–,–,–,–,–,–,–,678000000,678000000,1350000,1350000000,–,–
HSS,HSS457.2X19.0,206,0.2,24500,–,–,–,–,–,–,–,–,–,591000000,591000000,1180000,1180000000,–,–
HSS,HSS457.2X15.9,173,0.2,20500,–,–,–,–,–,–,–,–,–,504000000,504000000,1010000,1010000000,–,–
HSS,HSS457.2X12.7,139,0.1,16500,–,–,–,–,–,–,–,–,–,410000000,410000000,820000,820000000,–,–
HSS,HSS457.2X9.5,105,0.1,12500,–,–,–,–,–,–,–,–,–,314000000,314000000,629000,629000000,–,–
HSS,HSS457.2X7.9,87.9,0.1,10500,–,–,–,–,–,–,–,–,–,264000000,264000000,529000,529000000,–,–
HSS,HSS457.2X6.4,70.6,0.1,8390,–,–,–,–,–,–,–,–,–,213000000,213000000,425000,425000000,–,–
HSS,HSS406.4X25.4,239,0.2,28400,–,–,–,–,–,–,–,–,–,520000000,520000000,1040000,1040000000,–,–
HSS,HSS406.4X22.2,211,0.2,25000,–,–,–,–,–,–,–,–,–,466000000,466000000,932000,932000000,–,–
HSS,HSS406.4X19.0,182,0.2,21600,–,–,–,–,–,–,–,–,–,410000000,410000000,820000,820000000,–,–
HSS,HSS406.4X15.9,153,0.2,18100,–,–,–,–,–,–,–,–,–,349000000,349000000,699000,699000000,–,–
HSS,HSS406.4X12.7,123,0.1,14600,–,–,–,–,–,–,–,–,–,285000000,285000000,570000,570000000,–,–
HSS,HSS406.4X11.1,108,0.1,12800,–,–,–,–,–,–,–,–,–,252000000,252000000,504000,504000000,–,–
HSS,HSS406.4X9.5,93.2,0.1,11100,–,–,–,–,–,–,–,–,–,219000000,219000000,437000,437000000,–,–
HSS,HSS406.4X7.9,77.9,0.1,9290,–,–,–,–,–,–,–,–,–,184000000,184000000,369000,369000000,–,–
HSS,HSS406.4X6.4,62.6,0.1,7420,–,–,–,–,–,–,–,–,–,149000000,149000000,298000,298000000,–,–
HSS,HSS355.6X25.4,207,0.2,24600,–,–,–,–,–,–,–,–,–,341000000,341000000,683000,683000000,–,–
HSS,HSS355.6X22.2,183,0.2,21700,–,–,–,–,–,–,–,–,–,306000000,306000000,612000,612000000,–,–
HSS,HSS355.6X19.0,158,0.2,18800,–,–,–,–,–,–,–,–,–,269000000,269000000,537000,537000000,–,–
HSS,HSS355.6X15.9,133,0.1,15800,–,–,–,–,–,–,–,–,–,230000000,230000000,458000,458000000,–,–
HSS,HSS355.6X12.7,107,0.1,12800,–,–,–,–,–,–,–,–,–,189000000,189000000,378000,378000000,–,–
HSS,HSS355.6X9.5,81.3,0.1,9680,–,–,–,–,–,–,–,–,–,145000000,145000000,291000,291000000,–,–
HSS,HSS355.6X7.9,67.9,0.1,8060,–,–,–,–,–,–,–,–,–,123000000,123000000,245000,245000000,–,–
HSS,HSS355.6X6.4,54.7,0.1,6520,–,–,–,–,–,–,–,–,–,99500000,99500000,199000,199000000,–,–
HSS,HSS355.6X4.8,41.2,0.0,4880,–,–,–,–,–,–,–,–,–,75300000,75300000,151000,151000000,–,–
HSS,HSS340.36X15.9,127,0.1,15100,–,–,–,–,–,–,–,–,–,199000000,199000000,399000,399000000,–,–
HSS,HSS340.36X12.7,102,0.1,12200,–,–,–,–,–,–,–,–,–,164000000,164000000,328000,328000000,–,–
HSS,HSS340.36X9.5,77.5,0.1,9230,–,–,–,–,–,–,–,–,–,126000000,126000000,252000,252000000,–,–
HSS,HSS340.36X7.9,64.9,0.1,7680,–,–,–,–,–,–,–,–,–,107000000,107000000,213000,213000000,–,–
HSS,HSS340.36X6.4,52.2,0.1,6190,–,–,–,–,–,–,–,–,–,86200000,86200000,173000,173000000,–,–
HSS,HSS340.36X4.8,39.3,0.0,4660,–,–,–,–,–,–,–,–,–,65800000,65800000,131000,131000000,–,–
HSS,HSS323.9X19.0,143,0.1,17000,–,–,–,–,–,–,–,–,–,200000000,200000000,400000,400000000,–,–
HSS,HSS323.9X15.9,121,0.1,14300,–,–,–,–,–,–,–,–,–,171000000,171000000,343000,343000000,–,–
HSS,HSS323.9X12.7,97.4,0.1,11500,–,–,–,–,–,–,–,–,–,141000000,141000000,282000,282000000,–,–
HSS,HSS323.9X9.5,73.8,0.1,8770,–,–,–,–,–,–,–,–,–,109000000,109000000,218000,218000000,–,–
HSS,HSS323.9X6.4,49.7,0.0,5910,–,–,–,–,–,–,–,–,–,74900000,74900000,149000,149000000,–,–
HSS,HSS323.9X4.8,37.5,0.0,4450,–,–,–,–,–,–,–,–,–,56600000,56600000,113000,113000000,–,–
HSS,HSS304.8X15.9,113,0.1,13500,–,–,–,–,–,–,–,–,–,142000000,142000000,283000,283000000,–,–
HSS,HSS304.8X12.7,91.5,0.1,10900,–,–,–,–,–,–,–,–,–,117000000,117000000,234000,234000000,–,–
HSS,HSS304.8X9.5,69.3,0.1,8260,–,–,–,–,–,–,–,–,–,90300000,90300000,181000,181000000,–,–
HSS,HSS304.8X6.4,46.7,0.0,5550,–,–,–,–,–,–,–,–,–,62000000,62000000,124000,124000000,–,–
HSS,HSS299.72X15.9,111,0.1,13200,–,–,–,–,–,–,–,–,–,133000000,133000000,266000,266000000,–,–
HSS,HSS299.72X12.7,89.5,0.1,10600,–,–,–,–,–,–,–,–,–,109000000,109000000,219000,219000000,–,–
HSS,HSS299.72X9.5,67.9,0.1,8060,–,–,–,–,–,–,–,–,–,84500000,84500000,169000,169000000,–,–
HSS,HSS299.72X8.6,61.2,0.1,7290,–,–,–,–,–,–,–,–,–,76600000,76600000,153000,153000000,–,–
HSS,HSS299.72X6.4,45.7,0.0,5430,–,–,–,–,–,–,–,–,–,58300000,58300000,116000,116000000,–,–
HSS,HSS273.1X15.9,101,0.1,12000,–,–,–,–,–,–,–,–,–,100000000,100000000,201000,201000000,–,–
HSS,HSS273.1X12.7,81.5,0.1,9680,–,–,–,–,–,–,–,–,–,82800000,82800000,166000,166000000,–,–
HSS,HSS273.1X9.5,61.9,0.1,7350,–,–,–,–,–,–,–,–,–,64100000,64100000,129000,129000000,–,–
HSS,HSS273.1X7.9,51.9,0.1,6160,–,–,–,–,–,–,–,–,–,54500000,54500000,109000,109000000,–,–
HSS,HSS273.1X6.4,41.8,0.0,4970,–,–,–,–,–,–,–,–,–,44100000,44100000,88700,88700000,–,–
HSS,HSS273.1X4.8,31.5,0.0,3740,–,–,–,–,–,–,–,–,–,33700000,33700000,67400,67400000,–,–
HSS,HSS254X15.9,93.2,0.1,11100,–,–,–,–,–,–,–,–,–,79500000,79500000,159000,159000000,–,–
HSS,HSS254X12.7,75.6,0.1,8970,–,–,–,–,–,–,–,–,–,66200000,66200000,132000,132000000,–,–
HSS,HSS254X9.5,57.4,0.1,6840,–,–,–,–,–,–,–,–,–,51200000,51200000,103000,103000000,–,–
HSS,HSS254X7.9,48.1,0.0,5730,–,–,–,–,–,–,–,–,–,43700000,43700000,87000,87000000,–,–
HSS,HSS254X6.4,38.8,0.0,4610,–,–,–,–,–,–,–,–,–,35500000,35500000,71200,71200000,–,–
HSS,HSS254X4.8,29.3,0.0,3460,–,–,–,–,–,–,–,–,–,27000000,27000000,54100,54100000,–,–
HSS,HSS244.5X15.9,89.5,0.1,10600,–,–,–,–,–,–,–,–,–,70800000,70800000,141000,141000000,–,–
HSS,HSS244.5X12.7,72.6,0.1,8650,–,–,–,–,–,–,–,–,–,58700000,58700000,117000,117000000,–,–
HSS,HSS244.5X9.5,55.2,0.1,6580,–,–,–,–,–,–,–,–,–,45800000,45800000,91200,91200000,–,–
HSS,HSS244.5X7.9,46.2,0.0,5500,–,–,–,–,–,–,–,–,–,38700000,38700000,77400,77400000,–,–
HSS,HSS244.5X6.4,37.3,0.0,4430,–,–,–,–,–,–,–,–,–,31600000,31600000,63300,63300000,–,–
HSS,HSS244.5X4.8,28.2,0.0,3340,–,–,–,–,–,–,–,–,–,24000000,24000000,47900,47900000,–,–
HSS,HSS219.1X15.9,79.5,0.1,9480,–,–,–,–,–,–,–,–,–,49500000,49500000,99500,99500000,–,–
HSS,HSS219.1X12.7,64.6,0.1,7680,–,–,–,–,–,–,–,–,–,41600000,41600000,82800,82800000,–,–
HSS,HSS219.1X9.5,49.2,0.0,5850,–,–,–,–,–,–,–,–,–,32400000,32400000,64900,64900000,–,–
HSS,HSS219.1X8.2,42.5,0.0,5060,–,–,–,–,–,–,–,–,–,28300000,28300000,56600,56600000,–,–
HSS,HSS219.1X6.4,33.3,0.0,3960,–,–,–,–,–,–,–,–,–,22500000,22500000,45000,45000000,–,–
HSS,HSS219.1X4.8,25.2,0.0,2980,–,–,–,–,–,–,–,–,–,17200000,17200000,34300,34300000,–,–
HSS,HSS190.5X12.7,55.7,0.1,6650,–,–,–,–,–,–,–,–,–,26600000,26600000,53300,53300000,–,–
HSS,HSS190.5X9.5,42.5,0.0,5060,–,–,–,–,–,–,–,–,–,20900000,20900000,41600,41600000,–,–
HSS,HSS190.5X7.9,35.7,0.0,4250,–,–,–,–,–,–,–,–,–,17900000,17900000,35700,35700000,–,–
HSS,HSS190.5X6.4,28.8,0.0,3430,–,–,–,–,–,–,–,–,–,14700000,14700000,29300,29300000,–,–
HSS,HSS190.5X4.8,21.9,0.0,2580,–,–,–,–,–,–,–,–,–,11200000,11200000,22400,22400000,–,–
HSS,HSS177.8X12.7,51.7,0.1,6160,–,–,–,–,–,–,–,–,–,21300000,21300000,42500,42500000,–,–
HSS,HSS177.8X9.5,39.5,0.0,4700,–,–,–,–,–,–,–,–,–,16800000,16800000,33700,33700000,–,–
HSS,HSS177.8X7.9,33.2,0.0,3950,–,–,–,–,–,–,–,–,–,14400000,14400000,28800,28800000,–,–
HSS,HSS177.8X6.4,26.8,0.0,3190,–,–,–,–,–,–,–,–,–,11800000,11800000,23600,23600000,–,–
HSS,HSS177.8X4.8,20.4,0.0,2410,–,–,–,–,–,–,–,–,–,9030000,9030000,18100,18100000,–,–
HSS,HSS177.8X3.2,13.7,0.0,1620,–,–,–,–,–,–,–,–,–,6200000,6200000,12400,12400000,–,–
HSS,HSS174.6X9.5,38.8,0.0,4620,–,–,–,–,–,–,–,–,–,15900000,15900000,31800,31800000,–,–
HSS,HSS174.6X7.9,32.6,0.0,3880,–,–,–,–,–,–,–,–,–,13600000,13600000,27200,27200000,–,–
HSS,HSS174.6X6.4,26.3,0.0,3140,–,–,–,–,–,–,–,–,–,11200000,11200000,22400,22400000,–,–
HSS,HSS174.6X4.8,20.0,0.0,2360,–,–,–,–,–,–,–,–,–,8570000,8570000,17100,17100000,–,–
HSS,HSS168.3X12.7,48.7,0.0,5810,–,–,–,–,–,–,–,–,–,17900000,17900000,35800,35800000,–,–
HSS,HSS168.3X11,42.6,0.0,5070,–,–,–,–,–,–,–,–,–,15900000,15900000,31800,31800000,–,–
HSS,HSS168.3X9.5,37.3,0.0,4440,–,–,–,–,–,–,–,–,–,14200000,14200000,28300,28300000,–,–
HSS,HSS168.3X7.9,31.3,0.0,3740,–,–,–,–,–,–,–,–,–,12100000,12100000,24200,24200000,–,–
HSS,HSS168.3X7.1,28.3,0.0,3350,–,–,–,–,–,–,–,–,–,11000000,11000000,21900,21900000,–,–
HSS,HSS168.3X6.4,25.4,0.0,3020,–,–,–,–,–,–,–,–,–,9950000,9950000,19900,19900000,–,–
HSS,HSS168.3X4.8,19.2,0.0,2280,–,–,–,–,–,–,–,–,–,7660000,7660000,15300,15300000,–,–
